Frequency (Hz)	Level (dB)
21.533203	-57.725334
43.066406	-47.145630
64.599609	-49.211300
86.132812	-64.487152
107.666016	-65.490051
129.199219	-73.212242
150.732422	-72.268776
172.265625	-77.411766
193.798828	-76.156006
215.332031	-78.809586
236.865234	-84.834702
258.398438	-83.382011
279.931641	-76.749626
301.464844	-71.739319
322.998047	-76.065041
344.531250	-70.135330
366.064453	-72.901680
387.597656	-80.035324
409.130859	-79.217041
430.664062	-79.567558
452.197266	-75.091415
473.730469	-79.395264
495.263672	-83.877609
516.796875	-86.833694
538.330078	-80.859428
559.863281	-79.917641
581.396484	-85.221985
602.929688	-85.050430
624.462891	-81.347198
645.996094	-73.491096
667.529297	-77.058937
689.062500	-90.753616
710.595703	-91.001488
732.128906	-83.245842
753.662109	-79.333473
775.195312	-85.765999
796.728516	-84.197639
818.261719	-87.349434
839.794922	-84.264778
861.328125	-84.307381
882.861328	-90.213776
904.394531	-87.887207
925.927734	-80.594574
947.460938	-73.497322
968.994141	-77.535172
990.527344	-86.879898
1012.060547	-88.163223
1033.593750	-92.488388
1055.126953	-91.937523
1076.660156	-97.163597
1098.193359	-93.792000
1119.726562	-94.044022
1141.259766	-86.804474
1162.792969	-87.330017
1184.326172	-90.276337
1205.859375	-89.173325
1227.392578	-87.462044
1248.925781	-82.255386
1270.458984	-87.016342
1291.992188	-90.654182
1313.525391	-89.800819
1335.058594	-87.665146
1356.591797	-86.325523
1378.125000	-88.093109
1399.658203	-87.600136
1421.191406	-88.596954
1442.724609	-88.430595
1464.257812	-88.554962
1485.791016	-87.400253
1507.324219	-85.370262
1528.857422	-84.167313
1550.390625	-84.225655
1571.923828	-88.010208
1593.457031	-91.420799
1614.990234	-92.095726
1636.523438	-89.868767
1658.056641	-88.510788
1679.589844	-88.539680
1701.123047	-86.979668
1722.656250	-86.956764
1744.189453	-84.893784
1765.722656	-86.008492
1787.255859	-88.022942
1808.789062	-88.444435
1830.322266	-89.495720
1851.855469	-90.277817
1873.388672	-88.107368
1894.921875	-85.980072
1916.455078	-85.947868
1937.988281	-85.576920
1959.521484	-84.589401
1981.054688	-83.913162
2002.587891	-83.116264
2024.121094	-82.481483
2045.654297	-81.942398
2067.187500	-82.320923
2088.720703	-83.548134
2110.253906	-87.126755
2131.787109	-89.157364
2153.320312	-82.624283
2174.853516	-78.131813
2196.386719	-75.469231
2217.919922	-72.601631
2239.453125	-70.912979
2260.986328	-69.824860
2282.519531	-70.485626
2304.052734	-73.287903
2325.585938	-76.723122
2347.119141	-79.614983
2368.652344	-83.159668
2390.185547	-86.200188
2411.718750	-87.545532
2433.251953	-89.296951
2454.785156	-90.069817
2476.318359	-90.763100
2497.851562	-90.077354
2519.384766	-90.397247
2540.917969	-90.956459
2562.451172	-90.929932
2583.984375	-90.792732
2605.517578	-90.638184
2627.050781	-89.844101
2648.583984	-87.952278
2670.117188	-86.609146
2691.650391	-85.781769
2713.183594	-84.714554
2734.716797	-85.109940
2756.250000	-87.295769
2777.783203	-91.987228
2799.316406	-94.322021
2820.849609	-95.641396
2842.382812	-94.899712
2863.916016	-93.674820
2885.449219	-92.201851
2906.982422	-89.835930
2928.515625	-87.630531
2950.048828	-85.732964
2971.582031	-83.734909
2993.115234	-82.344200
3014.648438	-81.394661
3036.181641	-79.858452
3057.714844	-78.291809
3079.248047	-77.564461
3100.781250	-76.835625
3122.314453	-76.935287
3143.847656	-77.795082
3165.380859	-78.296555
3186.914062	-78.187004
3208.447266	-77.507339
3229.980469	-76.122330
3251.513672	-75.091675
3273.046875	-74.527992
3294.580078	-74.304665
3316.113281	-74.619316
3337.646484	-75.068115
3359.179688	-76.418007
3380.712891	-78.308212
3402.246094	-79.507950
3423.779297	-79.632072
3445.312500	-79.599518
3466.845703	-80.532051
3488.378906	-82.237679
3509.912109	-83.583000
3531.445312	-84.173752
3552.978516	-84.154396
3574.511719	-84.169426
3596.044922	-84.051231
3617.578125	-84.529320
3639.111328	-84.745743
3660.644531	-85.228348
3682.177734	-86.170959
3703.710938	-88.846855
3725.244141	-92.312988
3746.777344	-91.306366
3768.310547	-88.203285
3789.843750	-85.581970
3811.376953	-83.591400
3832.910156	-82.075279
3854.443359	-80.960655
3875.976562	-79.450409
3897.509766	-78.092041
3919.042969	-77.254028
3940.576172	-76.734634
3962.109375	-76.436737
3983.642578	-76.395218
4005.175781	-76.816345
4026.708984	-77.670082
4048.242188	-79.156853
4069.775391	-81.616005
4091.308594	-84.230507
4112.841797	-83.786118
4134.375000	-81.551880
4155.908203	-79.687202
4177.441406	-78.468079
4198.974609	-78.100960
4220.507812	-78.211494
4242.041016	-78.798996
4263.574219	-80.728676
4285.107422	-84.023621
4306.640625	-87.784409
4328.173828	-90.154922
4349.707031	-89.713699
4371.240234	-90.978401
4392.773438	-95.074120
4414.306641	-94.417580
4435.839844	-88.450737
4457.373047	-85.218758
4478.906250	-83.542145
4500.439453	-83.096268
4521.972656	-83.702606
4543.505859	-83.843102
4565.039062	-83.689323
4586.572266	-83.840454
4608.105469	-83.499695
4629.638672	-82.880211
4651.171875	-82.671516
4672.705078	-82.541573
4694.238281	-82.506401
4715.771484	-82.511909
4737.304688	-81.930130
4758.837891	-81.696289
4780.371094	-81.455765
4801.904297	-81.440269
4823.437500	-81.877258
4844.970703	-82.614632
4866.503906	-83.610748
4888.037109	-84.688599
4909.570312	-85.729591
4931.103516	-86.235924
4952.636719	-86.913422
4974.169922	-87.727852
4995.703125	-87.900169
5017.236328	-87.873322
5038.769531	-88.336624
5060.302734	-88.892776
5081.835938	-89.352493
5103.369141	-89.125481
5124.902344	-88.239944
5146.435547	-86.732468
5167.968750	-86.313644
5189.501953	-86.128868
5211.035156	-86.166885
5232.568359	-85.373604
5254.101562	-84.493431
5275.634766	-84.225708
5297.167969	-83.966103
