Frequency (Hz)	Level (dB)
21.533203	-56.416100
43.066406	-45.786266
64.599609	-47.871552
86.132812	-60.140644
107.666016	-57.694172
129.199219	-65.730042
150.732422	-75.472160
172.265625	-75.506218
193.798828	-74.997688
215.332031	-79.768112
236.865234	-81.848282
258.398438	-80.202141
279.931641	-77.555992
301.464844	-72.785019
322.998047	-75.748421
344.531250	-69.380463
366.064453	-72.351044
387.597656	-80.412125
409.130859	-79.555672
430.664062	-77.737274
452.197266	-73.714241
473.730469	-75.846649
495.263672	-77.883644
516.796875	-83.171478
538.330078	-82.922432
559.863281	-81.227104
581.396484	-81.207031
602.929688	-82.562134
624.462891	-79.181770
645.996094	-71.417503
667.529297	-75.365189
689.062500	-89.907501
710.595703	-90.032639
732.128906	-82.688171
753.662109	-79.275726
775.195312	-86.825508
796.728516	-85.954628
818.261719	-89.469505
839.794922	-87.495842
861.328125	-87.905518
882.861328	-93.249069
904.394531	-91.796547
925.927734	-82.828033
947.460938	-75.816650
968.994141	-78.584015
990.527344	-79.363655
1012.060547	-82.880524
1033.593750	-88.799881
1055.126953	-89.905579
1076.660156	-91.192543
1098.193359	-91.397644
1119.726562	-91.664368
1141.259766	-87.422165
1162.792969	-88.723625
1184.326172	-94.933632
1205.859375	-94.912064
1227.392578	-90.203354
1248.925781	-85.534676
1270.458984	-89.561729
1291.992188	-92.675629
1313.525391	-94.416252
1335.058594	-91.297775
1356.591797	-90.020752
1378.125000	-95.872444
1399.658203	-94.409309
1421.191406	-93.936897
1442.724609	-89.903046
1464.257812	-90.023415
1485.791016	-89.374634
1507.324219	-88.841591
1528.857422	-89.611237
1550.390625	-89.621475
1571.923828	-91.718849
1593.457031	-92.023132
1614.990234	-90.708656
1636.523438	-88.133705
1658.056641	-87.299919
1679.589844	-87.792046
1701.123047	-86.985001
1722.656250	-86.111374
1744.189453	-83.701004
1765.722656	-85.711487
1787.255859	-88.863632
1808.789062	-87.886116
1830.322266	-85.652672
1851.855469	-83.818085
1873.388672	-81.757301
1894.921875	-79.975945
1916.455078	-78.273163
1937.988281	-76.174934
1959.521484	-74.536797
1981.054688	-72.847183
2002.587891	-71.274727
2024.121094	-69.409584
2045.654297	-67.374733
2067.187500	-66.585342
2088.720703	-67.350304
2110.253906	-69.203300
2131.787109	-71.319870
2153.320312	-73.683464
2174.853516	-77.219177
2196.386719	-80.043266
2217.919922	-80.865311
2239.453125	-80.964859
2260.986328	-82.238152
2282.519531	-84.405998
2304.052734	-84.654190
2325.585938	-84.359940
2347.119141	-84.608170
2368.652344	-85.858398
2390.185547	-85.757301
2411.718750	-84.947823
2433.251953	-84.549179
2454.785156	-85.021240
2476.318359	-86.613274
2497.851562	-89.536095
2519.384766	-93.929665
2540.917969	-98.917366
2562.451172	-102.768196
2583.984375	-99.274750
2605.517578	-95.216537
2627.050781	-91.373146
2648.583984	-88.131012
2670.117188	-86.785736
2691.650391	-86.263145
2713.183594	-85.440338
2734.716797	-85.122231
2756.250000	-85.351402
2777.783203	-85.523895
2799.316406	-85.847168
2820.849609	-86.848381
2842.382812	-88.026154
2863.916016	-89.443031
2885.449219	-90.041092
2906.982422	-89.692734
2928.515625	-89.766296
2950.048828	-90.025917
2971.582031	-89.908669
2993.115234	-89.738289
3014.648438	-89.575874
3036.181641	-88.605766
3057.714844	-87.467171
3079.248047	-87.653786
3100.781250	-88.244461
3122.314453	-89.940681
3143.847656	-89.545311
3165.380859	-88.714066
3186.914062	-91.065460
3208.447266	-93.544266
3229.980469	-87.345894
3251.513672	-83.480064
3273.046875	-81.340668
3294.580078	-80.170341
3316.113281	-80.597710
3337.646484	-82.319839
3359.179688	-85.623444
3380.712891	-89.813263
3402.246094	-93.192253
3423.779297	-93.326447
3445.312500	-92.796761
3466.845703	-97.012405
3488.378906	-99.997017
3509.912109	-97.171700
3531.445312	-94.773369
3552.978516	-94.324127
3574.511719	-95.581993
3596.044922	-96.976799
3617.578125	-97.854164
3639.111328	-97.374001
3660.644531	-97.166939
3682.177734	-97.424232
3703.710938	-99.118683
3725.244141	-103.135262
3746.777344	-102.072144
3768.310547	-99.353249
3789.843750	-95.903397
3811.376953	-93.238319
3832.910156	-91.124344
3854.443359	-89.643669
3875.976562	-88.644707
3897.509766	-88.041985
3919.042969	-88.038567
3940.576172	-88.382401
3962.109375	-87.679596
3983.642578	-85.828705
4005.175781	-84.295044
4026.708984	-82.907257
4048.242188	-81.414246
4069.775391	-80.260033
4091.308594	-79.904694
4112.841797	-79.902290
4134.375000	-79.415733
4155.908203	-78.524811
4177.441406	-77.430946
4198.974609	-77.161240
4220.507812	-77.327187
4242.041016	-77.567680
4263.574219	-78.176231
4285.107422	-79.189217
4306.640625	-79.621582
4328.173828	-79.776833
4349.707031	-80.144218
4371.240234	-81.222664
4392.773438	-82.415138
4414.306641	-85.065842
4435.839844	-89.254684
4457.373047	-94.370934
4478.906250	-92.733032
4500.439453	-88.075172
4521.972656	-85.028069
4543.505859	-82.576996
4565.039062	-80.886559
4586.572266	-80.302025
4608.105469	-79.773773
4629.638672	-79.247253
4651.171875	-78.607178
4672.705078	-78.164795
4694.238281	-77.320190
4715.771484	-76.763977
4737.304688	-76.514351
4758.837891	-76.828941
4780.371094	-77.381584
4801.904297	-78.141365
4823.437500	-78.931770
4844.970703	-79.901329
4866.503906	-80.879852
4888.037109	-81.911705
4909.570312	-83.260742
4931.103516	-85.807610
4952.636719	-89.754250
4974.169922	-91.724701
4995.703125	-87.214546
5017.236328	-83.656532
5038.769531	-82.273453
5060.302734	-82.086571
5081.835938	-82.749062
5103.369141	-83.550163
5124.902344	-84.238991
5146.435547	-84.402107
5167.968750	-84.812439
5189.501953	-85.483337
5211.035156	-86.700630
5232.568359	-87.728783
5254.101562	-88.083939
5275.634766	-88.050140
5297.167969	-86.660591
5318.701172	-85.018349
5340.234375	-83.578766
5361.767578	-82.718178
5383.300781	-82.143227
5404.833984	-82.021248
5426.367188	-82.799545
5447.900391	-83.640366
5469.433594	-84.858673
5490.966797	-84.580650
5512.500000	-83.354858
5534.033203	-81.715897
5555.566406	-80.429123
5577.099609	-80.129555
5598.632812	-79.679054
5620.166016	-78.717758
5641.699219	-78.089996
5663.232422	-77.548576
5684.765625	-76.166176
5706.298828	-74.595245
5727.832031	-72.696968
5749.365234	-70.875862
5770.898438	-69.603699
5792.431641	-68.656013
5813.964844	-68.988243
5835.498047	-69.401711
5857.031250	-70.336533
5878.564453	-71.328850
5900.097656	-71.946541
5921.630859	-71.487381
5943.164062	-71.176651
5964.697266	-71.091858
5986.230469	-70.440674
6007.763672	-69.676048
6029.296875	-68.781990
6050.830078	-67.948746
6072.363281	-67.325478
6093.896484	-66.183472
6115.429688	-65.219559
6136.962891	-64.600891
6158.496094	-63.995113
6180.029297	-63.387695
6201.562500	-62.956303
6223.095703	-62.986263
6244.628906	-63.762165
6266.162109	-63.857182
6287.695312	-64.611900
6309.228516	-65.496628
6330.761719	-66.522064
6352.294922	-67.354691
6373.828125	-68.904724
6395.361328	-70.747948
6416.894531	-71.968399
6438.427734	-72.272263
6459.960938	-71.434158
6481.494141	-70.084282
6503.027344	-68.610229
6524.560547	-67.531830
6546.093750	-66.993980
6567.626953	-66.377823
6589.160156	-66.474022
6610.693359	-66.930756
6632.226562	-68.007767
6653.759766	-69.440750
6675.292969	-70.478188
6696.826172	-70.240891
6718.359375	-69.589615
6739.892578	-69.800110
6761.425781	-69.591988
6782.958984	-70.189110
6804.492188	-70.728249
6826.025391	-71.413681
6847.558594	-71.917038
6869.091797	-72.052925
6890.625000	-72.614204
6912.158203	-72.800331
6933.691406	-72.911324
6955.224609	-73.236145
6976.757812	-74.043777
6998.291016	-74.740677
7019.824219	-75.694283
7041.357422	-76.384186
7062.890625	-76.883720
7084.423828	-77.538124
7105.957031	-77.905350
7127.490234	-78.614990
7149.023438	-79.277596
7170.556641	-79.419540
7192.089844	-78.786858
7213.623047	-78.698746
7235.156250	-78.629318
7256.689453	-78.609848
7278.222656	-77.969643
7299.755859	-77.050285
7321.289062	-76.385536
7342.822266	-75.566246
7364.355469	-75.027740
7385.888672	-73.954475
7407.421875	-73.202446
7428.955078	-72.592003
7450.488281	-72.383278
7472.021484	-72.665192
7493.554688	-73.220848
7515.087891	-73.901596
7536.621094	-74.736679
7558.154297	-75.620483
7579.687500	-76.598282
7601.220703	-77.923683
7622.753906	-78.311317
7644.287109	-78.867210
7665.820312	-79.258232
7687.353516	-80.107201
7708.886719	-81.004173
7730.419922	-82.642021
7751.953125	-84.166801
7773.486328	-85.561180
7795.019531	-87.768845
7816.552734	-89.693375
7838.085938	-91.156105
7859.619141	-93.019638
7881.152344	-95.498711
7902.685547	-98.454460
