Frequency (Hz)	Level (dB)
21.533203	-57.806011
43.066406	-47.213573
64.599609	-49.246464
86.132813	-63.250908
107.666016	-63.674049
129.199219	-70.996460
150.732422	-74.391350
172.265625	-77.365356
193.798828	-77.161667
215.332031	-79.520180
236.865234	-81.597740
258.398438	-80.538376
279.931641	-77.497437
301.464844	-72.751472
322.998047	-76.749458
344.531250	-71.603172
366.064453	-74.113174
387.597656	-80.057350
409.130859	-79.302216
430.664063	-77.552284
452.197266	-72.968971
473.730469	-78.811951
495.263672	-81.347229
516.796875	-82.724495
538.330078	-83.868973
559.863281	-84.793129
581.396484	-89.219917
602.929688	-86.616646
624.462891	-82.676796
645.996094	-73.947578
667.529297	-77.070541
689.062500	-90.017868
710.595703	-90.070297
732.128906	-81.664894
753.662109	-77.287216
775.195313	-84.346008
796.728516	-85.469643
818.261719	-87.843834
839.794922	-85.379143
861.328125	-84.358635
882.861328	-86.550873
904.394531	-83.479271
925.927734	-80.343613
947.460938	-77.358574
968.994141	-81.265205
990.527344	-89.498306
1012.060547	-90.396774
1033.593750	-93.492455
1055.126953	-92.472839
1076.660156	-96.460571
1098.193359	-93.300529
1119.726563	-95.754158
1141.259766	-89.552101
1162.792969	-89.754860
1184.326172	-100.006866
1205.859375	-100.406883
1227.392578	-95.008163
1248.925781	-87.534142
1270.458984	-91.521309
1291.992188	-93.246628
1313.525391	-93.656670
1335.058594	-95.315613
1356.591797	-92.510666
1378.125000	-98.040222
1399.658203	-94.900833
1421.191406	-98.231895
1442.724609	-98.811775
1464.257813	-96.188965
1485.791016	-92.438522
1507.324219	-91.574776
1528.857422	-93.897476
1550.390625	-90.870659
1571.923828	-91.779007
1593.457031	-92.199356
1614.990234	-92.569878
1636.523438	-93.238754
1658.056641	-94.082474
1679.589844	-96.855125
1701.123047	-95.022453
1722.656250	-96.322525
1744.189453	-91.943825
1765.722656	-92.142906
1787.255859	-93.682846
1808.789063	-93.030952
1830.322266	-94.218094
1851.855469	-92.413376
1873.388672	-90.032822
1894.921875	-87.074615
1916.455078	-84.351219
1937.988281	-80.956940
1959.521484	-77.916656
1981.054688	-75.996544
2002.587891	-76.658478
2024.121094	-80.175499
2045.654297	-82.875175
2067.187500	-79.890274
2088.720703	-76.135147
2110.253906	-75.607582
2131.787109	-77.410812
2153.320313	-79.412827
2174.853516	-82.060051
2196.386719	-85.106598
2217.919922	-88.441010
2239.453125	-89.983490
2260.986328	-90.344162
2282.519531	-90.618263
2304.052734	-91.088783
2325.585938	-93.121147
2347.119141	-93.539040
2368.652344	-95.226227
2390.185547	-96.084541
2411.718750	-97.600945
2433.251953	-102.798920
2454.785156	-98.691071
2476.318359	-95.624901
2497.851563	-92.789276
2519.384766	-90.738045
2540.917969	-89.768959
2562.451172	-89.434013
2583.984375	-89.781914
2605.517578	-89.964973
2627.050781	-90.112221
2648.583984	-90.469604
2670.117188	-92.449638
2691.650391	-93.846977
2713.183594	-92.431229
2734.716797	-91.691620
2756.250000	-92.954208
2777.783203	-95.783348
2799.316406	-97.261894
2820.849609	-101.878067
2842.382813	-98.174248
2863.916016	-93.623344
2885.449219	-92.878006
2906.982422	-92.353683
2928.515625	-90.561447
2950.048828	-88.594795
2971.582031	-87.276161
2993.115234	-87.246506
3014.648438	-87.621933
3036.181641	-88.159683
3057.714844	-88.242500
3079.248047	-88.011269
3100.781250	-86.810867
3122.314453	-86.528915
3143.847656	-88.052254
3165.380859	-89.915939
3186.914063	-92.886925
3208.447266	-91.815834
3229.980469	-88.909485
3251.513672	-86.715752
3273.046875	-81.492920
3294.580078	-76.100754
3316.113281	-72.875748
3337.646484	-71.355713
3359.179688	-71.725456
3380.712891	-72.867188
3402.246094	-74.260918
3423.779297	-75.960960
3445.312500	-77.206200
3466.845703	-77.822235
3488.378906	-78.025528
3509.912109	-78.518166
3531.445313	-79.993500
3552.978516	-82.696335
3574.511719	-86.207108
3596.044922	-90.084702
3617.578125	-96.054718
3639.111328	-94.686264
3660.644531	-88.298492
3682.177734	-85.212212
3703.710938	-83.796120
3725.244141	-82.706703
3746.777344	-81.185112
3768.310547	-80.719505
3789.843750	-80.544579
3811.376953	-80.054573
3832.910156	-80.180702
3854.443359	-80.438438
3875.976563	-80.564789
3897.509766	-80.601761
3919.042969	-80.480522
3940.576172	-79.727936
3962.109375	-78.216492
3983.642578	-76.605080
4005.175781	-76.103432
4026.708984	-76.364601
4048.242188	-77.149803
4069.775391	-77.380043
4091.308594	-77.673172
4112.841797	-77.695938
4134.375000	-77.442001
4155.908203	-77.266968
4177.441406	-77.204384
4198.974609	-77.687706
4220.507813	-78.477783
4242.041016	-79.703064
