Frequency (Hz)	Level (dB)
21.533203	-58.618343
43.066406	-47.990490
64.599609	-50.057396
86.132812	-64.389824
107.666016	-65.971909
129.199219	-74.596764
150.732422	-75.491219
172.265625	-81.016823
193.798828	-76.531853
215.332031	-74.900871
236.865234	-77.533882
258.398438	-81.921844
279.931641	-76.611259
301.464844	-71.939827
322.998047	-75.759468
344.531250	-70.576187
366.064453	-73.466980
387.597656	-78.475601
409.130859	-75.280380
430.664062	-74.016640
452.197266	-72.010712
473.730469	-72.053368
495.263672	-72.413712
516.796875	-77.179535
538.330078	-80.948265
559.863281	-83.191681
581.396484	-88.594093
602.929688	-87.275833
624.462891	-82.554909
645.996094	-75.271156
667.529297	-76.719315
689.062500	-81.679901
710.595703	-85.590248
732.128906	-81.765434
753.662109	-79.593422
775.195312	-85.543274
796.728516	-84.219452
818.261719	-88.079056
839.794922	-87.197090
861.328125	-87.748230
882.861328	-92.560936
904.394531	-88.324234
925.927734	-80.063324
947.460938	-73.838661
968.994141	-76.579323
990.527344	-80.851700
1012.060547	-82.384262
1033.593750	-86.344681
1055.126953	-89.844551
1076.660156	-90.422630
1098.193359	-87.867264
1119.726562	-86.664009
1141.259766	-84.141998
1162.792969	-84.308540
1184.326172	-85.688004
1205.859375	-85.960175
1227.392578	-84.706627
1248.925781	-81.182640
1270.458984	-85.015945
1291.992188	-87.369774
1313.525391	-87.680359
1335.058594	-87.214607
1356.591797	-87.123260
1378.125000	-87.475502
1399.658203	-86.104752
1421.191406	-86.203308
1442.724609	-86.155098
1464.257812	-87.090187
1485.791016	-87.294533
1507.324219	-87.361786
1528.857422	-85.399780
1550.390625	-82.078606
1571.923828	-81.865601
1593.457031	-82.828156
1614.990234	-83.357414
1636.523438	-84.024109
1658.056641	-85.025978
1679.589844	-85.483238
1701.123047	-85.203537
1722.656250	-85.494614
1744.189453	-83.754372
1765.722656	-84.263878
1787.255859	-84.453140
1808.789062	-83.820160
1830.322266	-83.061508
1851.855469	-83.554703
1873.388672	-84.168472
1894.921875	-84.230377
1916.455078	-84.064102
1937.988281	-83.385315
1959.521484	-83.089363
1981.054688	-83.370895
2002.587891	-83.917633
2024.121094	-84.462784
2045.654297	-83.382126
2067.187500	-82.283966
2088.720703	-81.584435
2110.253906	-82.187988
2131.787109	-80.422768
2153.320312	-77.729195
2174.853516	-75.438080
2196.386719	-72.759087
2217.919922	-69.288406
2239.453125	-68.306793
2260.986328	-69.862045
2282.519531	-72.802612
2304.052734	-75.572739
2325.585938	-77.871483
2347.119141	-79.371300
2368.652344	-80.722992
2390.185547	-81.746239
2411.718750	-82.441887
2433.251953	-84.004478
2454.785156	-85.028374
2476.318359	-85.884087
2497.851562	-87.474937
2519.384766	-87.473770
2540.917969	-87.459251
2562.451172	-87.481293
2583.984375	-87.451668
