Frequency (Hz)	Level (dB)
23.437500	-53.829777
46.875000	-46.023636
70.312500	-50.307072
93.750000	-65.614395
117.187500	-67.488899
140.625000	-75.229698
164.062500	-76.487778
187.500000	-74.667000
210.937500	-74.579659
234.375000	-78.152214
257.812500	-80.058105
281.250000	-75.099724
304.687500	-72.125648
328.125000	-74.231483
351.562500	-69.714218
375.000000	-74.602982
398.437500	-77.936562
421.875000	-78.198204
445.312500	-72.072289
468.750000	-73.211426
492.187500	-73.081886
515.625000	-72.248550
539.062500	-77.293198
562.500000	-82.475334
585.937500	-79.288864
609.375000	-79.610870
632.812500	-77.138557
656.250000	-75.219902
679.687500	-83.633385
703.125000	-90.912102
726.562500	-88.042763
750.000000	-81.969658
773.437500	-84.904045
796.875000	-85.366913
820.312500	-88.797249
843.750000	-86.484787
867.187500	-82.138321
890.625000	-77.046921
914.062500	-77.793816
937.500000	-78.662384
960.937500	-79.176376
984.375000	-86.918388
1007.812500	-88.516541
1031.250000	-86.631248
1054.687500	-82.670189
1078.125000	-81.977501
1101.562500	-78.794334
1125.000000	-77.772751
1148.437500	-78.550331
1171.875000	-80.515640
1195.312500	-83.645752
1218.750000	-86.958717
1242.187500	-83.633324
1265.625000	-84.427711
1289.062500	-87.718414
1312.500000	-86.916161
1335.937500	-85.949326
1359.375000	-85.201927
1382.812500	-84.949112
1406.250000	-83.265976
1429.687500	-81.831924
1453.125000	-81.063156
1476.562500	-81.591995
1500.000000	-81.655594
1523.437500	-80.650467
1546.875000	-80.447929
1570.312500	-80.942711
1593.750000	-80.889023
1617.187500	-79.135033
1640.625000	-78.787804
1664.062500	-80.544006
1687.500000	-83.976959
1710.937500	-87.496178
1734.375000	-87.884048
1757.812500	-86.495804
1781.250000	-90.203819
1804.687500	-88.988319
1828.125000	-86.047371
1851.562500	-83.426933
1875.000000	-81.808434
1898.437500	-80.945595
1921.875000	-79.958443
1945.312500	-78.680382
1968.750000	-77.726913
1992.187500	-76.836052
2015.625000	-76.925606
2039.062500	-77.695244
2062.500000	-77.676666
2085.937500	-77.468155
2109.375000	-77.878151
2132.812500	-79.998863
2156.250000	-82.330231
2179.687500	-82.432816
2203.125000	-82.166473
2226.562500	-82.430580
2250.000000	-83.928986
2273.437500	-84.861679
2296.875000	-85.630096
2320.312500	-86.629883
2343.750000	-87.369522
2367.187500	-89.165703
2390.625000	-90.216179
2414.062500	-90.602570
2437.500000	-90.725990
2460.937500	-88.593704
2484.375000	-86.180573
2507.812500	-84.882660
2531.250000	-85.131516
2554.687500	-84.997696
2578.125000	-84.517761
2601.562500	-84.543411
2625.000000	-84.415878
2648.437500	-82.661217
2671.875000	-81.432198
2695.312500	-81.832169
2718.750000	-83.214973
2742.187500	-85.215782
2765.625000	-86.889297
2789.062500	-86.369003
2812.500000	-85.663406
2835.937500	-86.133064
2859.375000	-89.017784
2882.812500	-92.386917
2906.250000	-87.138687
2929.687500	-83.195328
2953.125000	-81.462280
