Frequency (Hz)	Level (dB)
21.533203	-55.503448
43.066406	-44.905254
64.599609	-47.026302
86.132812	-62.796276
107.666016	-63.715099
129.199219	-72.021263
150.732422	-74.708176
172.265625	-80.255829
193.798828	-76.273758
215.332031	-78.622253
236.865234	-80.137344
258.398438	-77.990547
279.931641	-76.144897
301.464844	-72.085052
322.998047	-74.510155
344.531250	-68.117462
366.064453	-70.081314
387.597656	-74.642342
409.130859	-76.476036
430.664062	-73.213791
452.197266	-69.277489
473.730469	-71.772720
495.263672	-74.378166
516.796875	-81.979591
538.330078	-89.304039
559.863281	-83.934509
581.396484	-79.388138
602.929688	-79.143669
624.462891	-79.402458
645.996094	-74.726326
667.529297	-79.110085
689.062500	-89.809235
710.595703	-90.339561
732.128906	-83.635666
753.662109	-80.464035
775.195312	-84.706543
796.728516	-82.749672
818.261719	-85.446854
839.794922	-81.865761
861.328125	-82.214516
882.861328	-83.296036
904.394531	-80.414536
925.927734	-79.487473
947.460938	-75.005257
968.994141	-80.507965
990.527344	-88.116829
1012.060547	-88.259331
1033.593750	-86.815887
1055.126953	-85.142639
1076.660156	-88.715805
1098.193359	-91.183578
1119.726562	-92.551476
1141.259766	-85.876694
1162.792969	-87.953964
1184.326172	-94.996452
1205.859375	-95.499359
1227.392578	-85.354713
1248.925781	-80.145882
1270.458984	-86.605118
1291.992188	-92.256577
1313.525391	-94.216797
1335.058594	-93.920715
1356.591797	-93.238792
1378.125000	-97.616898
1399.658203	-95.167877
1421.191406	-96.364433
1442.724609	-89.960945
1464.257812	-91.828362
1485.791016	-89.518532
1507.324219	-86.709450
1528.857422	-84.976196
1550.390625	-84.524956
1571.923828	-87.511757
1593.457031	-89.649529
1614.990234	-91.109314
1636.523438	-91.207962
1658.056641	-92.400459
1679.589844	-93.995682
1701.123047	-92.948120
1722.656250	-92.130577
1744.189453	-86.913048
1765.722656	-88.362183
1787.255859	-87.490128
1808.789062	-85.276138
1830.322266	-83.529060
1851.855469	-82.139671
1873.388672	-80.788498
1894.921875	-77.934532
1916.455078	-75.216888
1937.988281	-73.479340
1959.521484	-73.237877
1981.054688	-74.674583
2002.587891	-77.668686
2024.121094	-81.487495
2045.654297	-84.178413
2067.187500	-86.861633
2088.720703	-89.093765
2110.253906	-90.946045
2131.787109	-91.112999
2153.320312	-90.502953
2174.853516	-90.026627
2196.386719	-88.481934
2217.919922	-88.213943
2239.453125	-88.334740
2260.986328	-89.045288
2282.519531	-89.970428
2304.052734	-91.840355
2325.585938	-93.375511
2347.119141	-91.593910
2368.652344	-96.804359
2390.185547	-98.467682
2411.718750	-99.643272
2433.251953	-97.912796
2454.785156	-96.983040
2476.318359	-98.403664
2497.851562	-97.962433
2519.384766	-98.166374
2540.917969	-97.551949
2562.451172	-97.431374
2583.984375	-96.056145
2605.517578	-94.296387
2627.050781	-93.036232
2648.583984	-93.097572
2670.117188	-96.587181
2691.650391	-98.996933
2713.183594	-101.040176
2734.716797	-100.757568
2756.250000	-100.735390
2777.783203	-98.837433
2799.316406	-97.108147
2820.849609	-97.591591
2842.382812	-96.443520
2863.916016	-100.023178
2885.449219	-97.978828
2906.982422	-96.644592
2928.515625	-95.984077
2950.048828	-94.835373
2971.582031	-94.671585
2993.115234	-94.553932
3014.648438	-96.441940
3036.181641	-100.035072
3057.714844	-101.616486
3079.248047	-95.630432
3100.781250	-91.310654
3122.314453	-88.948410
3143.847656	-87.365242
3165.380859	-86.145050
3186.914062	-85.907326
3208.447266	-85.773354
3229.980469	-85.546387
3251.513672	-85.508011
