Frequency (Hz)	Level (dB)
21.533203	-57.184311
43.066406	-46.507835
64.599609	-48.549297
86.132812	-62.107014
107.666016	-63.125622
129.199219	-73.326675
150.732422	-76.326096
172.265625	-81.177437
193.798828	-76.130989
215.332031	-78.342743
236.865234	-86.260635
258.398438	-85.661987
279.931641	-76.186043
301.464844	-70.959793
322.998047	-75.416054
344.531250	-70.450790
366.064453	-73.182289
387.597656	-77.989464
409.130859	-75.484116
430.664062	-75.910851
452.197266	-73.826202
473.730469	-77.585091
495.263672	-77.057671
516.796875	-77.425652
538.330078	-73.813644
559.863281	-71.287781
581.396484	-72.068748
602.929688	-76.501343
624.462891	-78.567009
645.996094	-72.911903
667.529297	-76.220695
689.062500	-86.554993
710.595703	-87.119469
732.128906	-81.719887
753.662109	-78.159584
775.195312	-84.183464
796.728516	-82.371216
818.261719	-84.353691
839.794922	-82.409897
861.328125	-82.120514
882.861328	-84.080421
904.394531	-80.653740
925.927734	-77.223808
947.460938	-74.173988
968.994141	-78.830498
990.527344	-87.683472
1012.060547	-85.151367
1033.593750	-80.307137
1055.126953	-77.550285
1076.660156	-80.030312
1098.193359	-84.634659
1119.726562	-87.728447
1141.259766	-85.862556
1162.792969	-86.923225
1184.326172	-92.171791
1205.859375	-92.417801
1227.392578	-88.737968
1248.925781	-82.385292
1270.458984	-86.952713
1291.992188	-90.856094
1313.525391	-91.696236
1335.058594	-91.539101
1356.591797	-89.468407
1378.125000	-95.213478
1399.658203	-93.928375
1421.191406	-96.759674
1442.724609	-93.652664
1464.257812	-92.135941
1485.791016	-87.590492
1507.324219	-84.324768
1528.857422	-82.378372
1550.390625	-79.645187
1571.923828	-79.082939
1593.457031	-81.159409
1614.990234	-83.890457
1636.523438	-86.018059
1658.056641	-87.955437
1679.589844	-90.318207
1701.123047	-89.299355
1722.656250	-90.274666
1744.189453	-86.831261
1765.722656	-87.923058
1787.255859	-89.717972
1808.789062	-88.387589
1830.322266	-87.148598
1851.855469	-85.705559
1873.388672	-83.892067
1894.921875	-81.920151
1916.455078	-80.242577
1937.988281	-78.298836
1959.521484	-75.404472
1981.054688	-73.988609
2002.587891	-74.543198
2024.121094	-77.190048
2045.654297	-80.789276
2067.187500	-86.131699
2088.720703	-88.915825
2110.253906	-88.232079
2131.787109	-88.035919
2153.320312	-87.784523
2174.853516	-87.402069
2196.386719	-86.837906
2217.919922	-86.015701
2239.453125	-85.944115
2260.986328	-86.562286
2282.519531	-87.547935
2304.052734	-88.166054
2325.585938	-89.235336
2347.119141	-89.462631
2368.652344	-90.370178
2390.185547	-90.446808
2411.718750	-90.013962
2433.251953	-90.369774
2454.785156	-90.136086
2476.318359	-90.602776
2497.851562	-90.763428
2519.384766	-90.280266
2540.917969	-90.136459
2562.451172	-89.907204
2583.984375	-90.009193
2605.517578	-91.747040
2627.050781	-95.114029
2648.583984	-96.479202
2670.117188	-98.244637
2691.650391	-99.410988
2713.183594	-98.475853
2734.716797	-96.217682
2756.250000	-94.755058
2777.783203	-93.931488
2799.316406	-92.379868
2820.849609	-92.932686
2842.382812	-93.929977
2863.916016	-95.362373
2885.449219	-95.753860
2906.982422	-94.415665
2928.515625	-93.163589
2950.048828	-91.015259
2971.582031	-89.258728
2993.115234	-88.285675
3014.648438	-88.877213
3036.181641	-89.984406
3057.714844	-92.097847
3079.248047	-97.255836
3100.781250	-95.624825
3122.314453	-89.415260
3143.847656	-85.381142
3165.380859	-82.828476
3186.914062	-81.132385
3208.447266	-79.136147
3229.980469	-76.989273
3251.513672	-75.084427
3273.046875	-73.272835
3294.580078	-71.381081
3316.113281	-70.338020
3337.646484	-70.762917
3359.179688	-72.700989
3380.712891	-75.084595
3402.246094	-76.706032
3423.779297	-78.008514
3445.312500	-78.795662
3466.845703	-80.165535
3488.378906	-81.653755
3509.912109	-82.884804
3531.445312	-84.800781
3552.978516	-86.605553
3574.511719	-89.166992
3596.044922	-91.553375
3617.578125	-95.161682
3639.111328	-97.077713
3660.644531	-94.411667
3682.177734	-91.469276
3703.710938	-88.657990
3725.244141	-85.131752
3746.777344	-81.586761
3768.310547	-79.940186
3789.843750	-79.017372
3811.376953	-78.087341
3832.910156	-77.730095
3854.443359	-78.175552
3875.976562	-79.335754
3897.509766	-81.155800
3919.042969	-83.825867
3940.576172	-86.505821
3962.109375	-88.399773
3983.642578	-88.424515
4005.175781	-87.884407
4026.708984	-87.499710
4048.242188	-86.773453
4069.775391	-86.595749
4091.308594	-87.382362
4112.841797	-88.028061
4134.375000	-87.268051
4155.908203	-85.991570
4177.441406	-85.628464
4198.974609	-85.260429
4220.507812	-84.667946
4242.041016	-84.048470
4263.574219	-84.559639
4285.107422	-85.984184
4306.640625	-87.487778
4328.173828	-89.487015
4349.707031	-91.307671
4371.240234	-93.739334
4392.773438	-95.526413
4414.306641	-98.173317
4435.839844	-101.541008
4457.373047	-103.036865
4478.906250	-106.116096
4500.439453	-102.210052
4521.972656	-99.445602
4543.505859	-95.778831
4565.039062	-94.183731
4586.572266	-92.536407
4608.105469	-89.563271
4629.638672	-86.334923
4651.171875	-84.020615
4672.705078	-82.249893
4694.238281	-81.412987
4715.771484	-80.956001
4737.304688	-80.507057
4758.837891	-80.697105
4780.371094	-81.168343
4801.904297	-82.035835
4823.437500	-83.275940
4844.970703	-84.315910
4866.503906	-84.463196
4888.037109	-83.660439
4909.570312	-82.395073
4931.103516	-80.735313
4952.636719	-79.813225
4974.169922	-79.417221
4995.703125	-78.918373
5017.236328	-78.708168
5038.769531	-79.072113
5060.302734	-79.832024
5081.835938	-80.674088
5103.369141	-81.353889
5124.902344	-82.626740
5146.435547	-84.276337
5167.968750	-87.813354
5189.501953	-93.696358
5211.035156	-89.565430
5232.568359	-83.930725
5254.101562	-80.522926
5275.634766	-78.390327
5297.167969	-77.086716
5318.701172	-75.999870
5340.234375	-74.710396
5361.767578	-74.030441
5383.300781	-73.825928
5404.833984	-73.603279
5426.367188	-74.052513
5447.900391	-74.671844
5469.433594	-76.628502
5490.966797	-79.674171
5512.500000	-82.788864
5534.033203	-84.023727
5555.566406	-84.696449
5577.099609	-86.221245
5598.632812	-88.996399
5620.166016	-92.309723
5641.699219	-95.596062
5663.232422	-95.513100
5684.765625	-92.358841
5706.298828	-89.025742
5727.832031	-87.644669
5749.365234	-87.461143
5770.898438	-86.886436
5792.431641	-84.431984
5813.964844	-81.891670
5835.498047	-79.500397
5857.031250	-77.849304
5878.564453	-76.922066
5900.097656	-76.986786
5921.630859	-77.058731
5943.164062	-77.119263
5964.697266	-77.346558
5986.230469	-77.368164
6007.763672	-77.688324
6029.296875	-78.056847
6050.830078	-78.298683
6072.363281	-78.950493
6093.896484	-79.075668
6115.429688	-78.962585
6136.962891	-78.888596
6158.496094	-78.293762
6180.029297	-77.327423
6201.562500	-76.326942
6223.095703	-75.842056
6244.628906	-75.473183
6266.162109	-74.870674
6287.695312	-75.274956
6309.228516	-75.741531
6330.761719	-76.637085
6352.294922	-77.348145
6373.828125	-78.100517
6395.361328	-78.081200
6416.894531	-77.272163
6438.427734	-76.086823
6459.960938	-75.022591
6481.494141	-74.193527
6503.027344	-73.641808
6524.560547	-73.777405
6546.093750	-74.572495
6567.626953	-75.635941
6589.160156	-77.227798
6610.693359	-79.728989
6632.226562	-82.483879
6653.759766	-84.840073
6675.292969	-84.260056
6696.826172	-81.702126
6718.359375	-79.287041
6739.892578	-77.880508
6761.425781	-76.581932
6782.958984	-76.367325
6804.492188	-76.464363
6826.025391	-76.643326
6847.558594	-76.470352
6869.091797	-76.459183
6890.625000	-76.891655
6912.158203	-77.288399
6933.691406	-77.488884
6955.224609	-77.873070
6976.757812	-78.893074
6998.291016	-80.006935
7019.824219	-81.646866
7041.357422	-83.769501
7062.890625	-86.778618
7084.423828	-88.783287
7105.957031	-86.906883
7127.490234	-84.013794
7149.023438	-81.784012
7170.556641	-79.846573
7192.089844	-78.241776
7213.623047	-77.732353
7235.156250	-77.720566
7256.689453	-77.574867
7278.222656	-77.518272
7299.755859	-77.156754
7321.289062	-77.134247
7342.822266	-77.225349
7364.355469	-77.663971
7385.888672	-77.411636
7407.421875	-77.330841
7428.955078	-77.498428
7450.488281	-77.377274
7472.021484	-78.126183
7493.554688	-79.234108
7515.087891	-79.873627
