Frequency (Hz)	Level (dB)
21.533203	-58.160931
43.066406	-47.598267
64.599609	-49.681789
86.132812	-62.492985
107.666016	-62.186790
129.199219	-70.413948
150.732422	-75.234543
172.265625	-79.895454
193.798828	-76.959755
215.332031	-78.933098
236.865234	-81.398872
258.398438	-81.644897
279.931641	-75.591873
301.464844	-71.728889
322.998047	-76.658279
344.531250	-71.359596
366.064453	-73.906349
387.597656	-77.712029
409.130859	-78.683556
430.664062	-78.726227
452.197266	-73.597275
473.730469	-75.823357
495.263672	-76.565956
516.796875	-78.285385
538.330078	-80.787552
559.863281	-81.933662
581.396484	-88.033005
602.929688	-88.538589
624.462891	-83.325737
645.996094	-75.621017
667.529297	-79.470703
689.062500	-91.104485
710.595703	-91.690735
732.128906	-86.307961
753.662109	-82.926247
775.195312	-88.973427
796.728516	-85.306679
818.261719	-89.131554
839.794922	-88.402115
861.328125	-88.382988
882.861328	-88.981453
904.394531	-84.060570
925.927734	-79.645279
947.460938	-74.810745
968.994141	-79.167999
990.527344	-83.402390
1012.060547	-83.731483
1033.593750	-88.121147
1055.126953	-88.324516
1076.660156	-94.696587
1098.193359	-93.394241
1119.726562	-94.355171
1141.259766	-86.867233
1162.792969	-87.827583
1184.326172	-89.638939
1205.859375	-88.335579
1227.392578	-86.692513
1248.925781	-82.245506
1270.458984	-87.539268
1291.992188	-91.839928
1313.525391	-93.862167
1335.058594	-92.482788
1356.591797	-90.876793
1378.125000	-97.931084
1399.658203	-97.533257
1421.191406	-101.062447
1442.724609	-97.486526
1464.257812	-92.747795
1485.791016	-88.529716
1507.324219	-85.993729
1528.857422	-84.583702
1550.390625	-83.799118
1571.923828	-85.858147
1593.457031	-88.908127
1614.990234	-90.386726
1636.523438	-89.610443
1658.056641	-89.672234
1679.589844	-91.295990
1701.123047	-90.181229
1722.656250	-90.781708
1744.189453	-86.767036
1765.722656	-89.414108
1787.255859	-93.366356
1808.789062	-93.314743
1830.322266	-94.612762
1851.855469	-91.781471
1873.388672	-86.501434
1894.921875	-83.645218
1916.455078	-83.653152
1937.988281	-84.378105
