Frequency (Hz)	Level (dB)
21.533203	-57.496780
43.066406	-46.816807
64.599609	-48.860130
86.132812	-64.332649
107.666016	-65.679611
129.199219	-75.339302
150.732422	-76.285942
172.265625	-79.697151
193.798828	-75.523239
215.332031	-75.929977
236.865234	-77.288490
258.398438	-73.520874
279.931641	-68.544952
301.464844	-67.771202
322.998047	-72.128220
344.531250	-69.763649
366.064453	-71.916824
387.597656	-76.844040
409.130859	-79.017982
430.664062	-77.939842
452.197266	-73.239784
473.730469	-79.353104
495.263672	-77.701767
516.796875	-75.603706
538.330078	-78.304466
559.863281	-79.563210
581.396484	-80.883415
602.929688	-81.494888
624.462891	-82.591110
645.996094	-77.689552
667.529297	-80.723381
689.062500	-88.599106
710.595703	-88.973526
732.128906	-85.856766
753.662109	-82.254929
775.195312	-85.854332
796.728516	-83.100403
818.261719	-85.279022
839.794922	-84.219795
861.328125	-83.982780
882.861328	-87.340477
904.394531	-86.794708
925.927734	-84.633995
947.460938	-77.559647
968.994141	-81.297798
990.527344	-87.063004
1012.060547	-86.496414
1033.593750	-86.475960
1055.126953	-84.314217
1076.660156	-86.451851
1098.193359	-86.389824
1119.726562	-86.381180
1141.259766	-85.170891
1162.792969	-84.805908
1184.326172	-85.697037
1205.859375	-86.168533
1227.392578	-84.823708
1248.925781	-79.423508
1270.458984	-84.093033
1291.992188	-90.762177
1313.525391	-90.543335
1335.058594	-90.689896
1356.591797	-88.596024
1378.125000	-91.644577
1399.658203	-90.513313
1421.191406	-90.736961
1442.724609	-86.758362
1464.257812	-87.123924
1485.791016	-88.012291
1507.324219	-87.372742
1528.857422	-89.941505
1550.390625	-89.388527
1571.923828	-93.245399
1593.457031	-95.262108
1614.990234	-90.924828
1636.523438	-86.795921
1658.056641	-85.037041
1679.589844	-84.090225
1701.123047	-83.111061
1722.656250	-83.073212
1744.189453	-82.291328
1765.722656	-81.924065
1787.255859	-81.551910
1808.789062	-80.508240
1830.322266	-79.480560
1851.855469	-78.021141
1873.388672	-76.505074
1894.921875	-74.983368
1916.455078	-73.110718
1937.988281	-70.116127
1959.521484	-67.510002
1981.054688	-66.044212
2002.587891	-66.114990
2024.121094	-67.431007
2045.654297	-68.232498
2067.187500	-68.837173
2088.720703	-69.634872
2110.253906	-71.195969
2131.787109	-73.626541
2153.320312	-77.076546
2174.853516	-81.161079
2196.386719	-83.053307
2217.919922	-83.471306
2239.453125	-83.642838
2260.986328	-84.428116
2282.519531	-85.486725
2304.052734	-87.143257
2325.585938	-89.642761
2347.119141	-89.421135
2368.652344	-92.918533
2390.185547	-96.943619
2411.718750	-96.585243
2433.251953	-97.181900
2454.785156	-95.038139
2476.318359	-99.697350
2497.851562	-99.485054
2519.384766	-101.893326
2540.917969	-102.580551
2562.451172	-101.587860
2583.984375	-100.037186
2605.517578	-96.466545
2627.050781	-93.863586
2648.583984	-91.505005
2670.117188	-91.156944
2691.650391	-90.839554
2713.183594	-89.871002
2734.716797	-89.304497
2756.250000	-89.059204
2777.783203	-87.899544
2799.316406	-86.427048
2820.849609	-85.986961
2842.382812	-86.624390
2863.916016	-87.600342
2885.449219	-88.530754
2906.982422	-88.466270
2928.515625	-88.311356
2950.048828	-87.218102
2971.582031	-84.772011
2993.115234	-82.957680
3014.648438	-82.114838
3036.181641	-81.357719
3057.714844	-80.902245
3079.248047	-81.536682
3100.781250	-81.768913
3122.314453	-82.509048
3143.847656	-83.483437
3165.380859	-84.256149
3186.914062	-85.535934
3208.447266	-85.630798
3229.980469	-83.893486
3251.513672	-83.241180
3273.046875	-83.811050
3294.580078	-84.140648
3316.113281	-84.350899
3337.646484	-82.840248
3359.179688	-81.683189
3380.712891	-81.765877
3402.246094	-82.259575
3423.779297	-83.099541
3445.312500	-83.505013
3466.845703	-84.297989
3488.378906	-85.051918
3509.912109	-85.593498
3531.445312	-86.882545
3552.978516	-88.868408
3574.511719	-91.020844
3596.044922	-94.421555
3617.578125	-95.545952
3639.111328	-92.371056
3660.644531	-88.983391
3682.177734	-87.122787
3703.710938	-86.280441
3725.244141	-85.686371
3746.777344	-84.176720
3768.310547	-82.677345
3789.843750	-81.401787
3811.376953	-79.936371
3832.910156	-78.674278
3854.443359	-77.316925
3875.976562	-76.543297
3897.509766	-76.948898
3919.042969	-78.484383
3940.576172	-80.699547
