Frequency (Hz)	Level (dB)
21.533203	-57.868862
43.066406	-47.531178
64.599609	-49.607487
86.132812	-63.809399
107.666016	-64.082695
129.199219	-72.347343
150.732422	-74.104118
172.265625	-78.428169
193.798828	-75.792099
215.332031	-76.077713
236.865234	-75.271713
258.398438	-72.209595
279.931641	-68.807358
301.464844	-68.501350
322.998047	-72.991936
344.531250	-69.465919
366.064453	-72.096809
387.597656	-77.327003
409.130859	-77.796364
430.664062	-78.567291
452.197266	-74.826797
473.730469	-80.881447
495.263672	-82.482620
516.796875	-81.682465
538.330078	-79.946907
559.863281	-81.779861
581.396484	-87.178658
602.929688	-87.483513
624.462891	-83.151688
645.996094	-75.560806
667.529297	-78.635605
689.062500	-83.482155
710.595703	-84.847061
732.128906	-83.098373
753.662109	-80.579697
775.195312	-86.160927
796.728516	-84.108521
818.261719	-86.363266
839.794922	-84.376320
861.328125	-83.907135
882.861328	-84.261055
904.394531	-81.262512
925.927734	-78.162590
947.460938	-73.694244
968.994141	-77.796509
990.527344	-84.266426
1012.060547	-87.025475
1033.593750	-94.475494
1055.126953	-92.683434
1076.660156	-89.040558
1098.193359	-85.238861
1119.726562	-83.595642
1141.259766	-83.276428
1162.792969	-85.115921
1184.326172	-86.938286
1205.859375	-86.898094
1227.392578	-86.048599
1248.925781	-81.864418
1270.458984	-85.975815
1291.992188	-88.487289
1313.525391	-89.699310
1335.058594	-91.007217
1356.591797	-91.199516
1378.125000	-96.021500
1399.658203	-96.217110
1421.191406	-97.400307
1442.724609	-94.308746
1464.257812	-90.203186
1485.791016	-85.096359
1507.324219	-80.852158
1528.857422	-78.496803
1550.390625	-77.589600
1571.923828	-77.851509
1593.457031	-79.172882
1614.990234	-80.230011
1636.523438	-81.334251
1658.056641	-82.501930
1679.589844	-83.032600
1701.123047	-82.888100
1722.656250	-83.254524
1744.189453	-82.315247
1765.722656	-82.822708
1787.255859	-83.362747
1808.789062	-83.020554
1830.322266	-82.223862
1851.855469	-81.672607
1873.388672	-79.955658
1894.921875	-78.571007
1916.455078	-78.455215
1937.988281	-79.113022
1959.521484	-79.406097
