Frequency (Hz)	Level (dB)
21.533203	-57.014580
43.066406	-46.318535
64.599609	-48.355526
86.132812	-63.779827
107.666016	-65.119469
129.199219	-74.685379
150.732422	-75.099129
172.265625	-78.638596
193.798828	-75.960922
215.332031	-78.373421
236.865234	-82.658913
258.398438	-81.338783
279.931641	-75.967377
301.464844	-70.906273
322.998047	-74.902405
344.531250	-69.514946
366.064453	-72.175056
387.597656	-79.363853
409.130859	-78.394241
430.664062	-77.458984
452.197266	-73.291542
473.730469	-79.638306
495.263672	-82.954857
516.796875	-84.705788
538.330078	-81.161247
559.863281	-81.386787
581.396484	-87.102608
602.929688	-85.330223
624.462891	-80.235359
645.996094	-72.313438
667.529297	-75.494316
689.062500	-88.275230
710.595703	-89.775490
732.128906	-81.240677
753.662109	-77.058098
775.195312	-84.027115
796.728516	-84.199486
818.261719	-87.081734
839.794922	-84.338921
861.328125	-82.857132
882.861328	-87.355576
904.394531	-91.370331
925.927734	-81.565277
947.460938	-73.582993
968.994141	-77.461288
990.527344	-87.815910
1012.060547	-86.943230
1033.593750	-86.524780
1055.126953	-85.116653
1076.660156	-87.886803
1098.193359	-89.446030
1119.726562	-90.689384
1141.259766	-85.917412
1162.792969	-86.359566
1184.326172	-92.872520
1205.859375	-92.350815
1227.392578	-89.328529
1248.925781	-82.544739
1270.458984	-86.634628
1291.992188	-90.622383
1313.525391	-91.170181
1335.058594	-90.420227
1356.591797	-87.805962
1378.125000	-91.172592
1399.658203	-88.268555
1421.191406	-86.443848
1442.724609	-86.291527
1464.257812	-88.250450
1485.791016	-88.036545
1507.324219	-87.179947
1528.857422	-87.362549
1550.390625	-84.505341
1571.923828	-84.046959
1593.457031	-82.919968
1614.990234	-81.632523
1636.523438	-81.695816
1658.056641	-82.505959
1679.589844	-83.446205
1701.123047	-83.033920
1722.656250	-81.888245
1744.189453	-78.943771
1765.722656	-76.478081
1787.255859	-74.051147
1808.789062	-70.804817
1830.322266	-68.083626
1851.855469	-67.657082
1873.388672	-69.803917
1894.921875	-72.103867
1916.455078	-73.905075
1937.988281	-76.038597
1959.521484	-78.424034
1981.054688	-81.861412
2002.587891	-86.092926
2024.121094	-88.458633
2045.654297	-84.015121
2067.187500	-82.890144
2088.720703	-84.262741
2110.253906	-85.843842
2131.787109	-86.733124
2153.320312	-87.455788
2174.853516	-88.287582
2196.386719	-88.811874
2217.919922	-90.067879
2239.453125	-90.581017
2260.986328	-90.509583
2282.519531	-90.819366
2304.052734	-91.332436
2325.585938	-92.768623
2347.119141	-91.385208
2368.652344	-90.918297
2390.185547	-89.677292
2411.718750	-89.331772
2433.251953	-90.967224
2454.785156	-90.794365
2476.318359	-90.244377
2497.851562	-88.368553
2519.384766	-86.540291
2540.917969	-86.118843
2562.451172	-86.300812
2583.984375	-86.224174
2605.517578	-86.609482
2627.050781	-87.302620
2648.583984	-87.084282
2670.117188	-87.276863
2691.650391	-88.108070
2713.183594	-88.422714
2734.716797	-88.158722
2756.250000	-88.072365
2777.783203	-87.316284
2799.316406	-86.003647
2820.849609	-85.376022
2842.382812	-85.144463
2863.916016	-84.964027
2885.449219	-85.221008
2906.982422	-85.937126
2928.515625	-87.629784
2950.048828	-89.336723
2971.582031	-91.360680
2993.115234	-89.872879
3014.648438	-86.642418
3036.181641	-83.954056
3057.714844	-83.007767
3079.248047	-85.275597
3100.781250	-90.260704
3122.314453	-91.173088
3143.847656	-85.274254
3165.380859	-82.233688
3186.914062	-81.069168
3208.447266	-79.999496
3229.980469	-78.544533
3251.513672	-77.202652
3273.046875	-76.499321
3294.580078	-74.980888
3316.113281	-73.881500
3337.646484	-74.574074
3359.179688	-76.220154
3380.712891	-77.979149
3402.246094	-78.327324
3423.779297	-78.316193
3445.312500	-77.766907
3466.845703	-77.700027
3488.378906	-78.677681
3509.912109	-79.997032
3531.445312	-82.073761
3552.978516	-84.298447
3574.511719	-85.418480
3596.044922	-85.243416
3617.578125	-83.444366
3639.111328	-81.182137
3660.644531	-79.596771
3682.177734	-78.762894
3703.710938	-79.025711
3725.244141	-80.125931
3746.777344	-80.865913
3768.310547	-81.499046
3789.843750	-82.155106
3811.376953	-82.443649
3832.910156	-83.137978
3854.443359	-83.740730
3875.976562	-84.266556
3897.509766	-84.587967
3919.042969	-85.250023
3940.576172	-85.787933
3962.109375	-86.080940
3983.642578	-86.132706
4005.175781	-86.446182
4026.708984	-86.494186
4048.242188	-86.697052
4069.775391	-87.551773
4091.308594	-90.541519
4112.841797	-95.457932
4134.375000	-101.227623
4155.908203	-99.256065
4177.441406	-98.298668
4198.974609	-96.592888
4220.507812	-95.757614
4242.041016	-95.144188
4263.574219	-96.005249
4285.107422	-97.889481
4306.640625	-98.932167
4328.173828	-98.355621
4349.707031	-94.845016
4371.240234	-91.335777
4392.773438	-88.339996
4414.306641	-86.336388
4435.839844	-84.912300
4457.373047	-83.935951
4478.906250	-83.150307
4500.439453	-82.594528
4521.972656	-82.527351
4543.505859	-82.171638
4565.039062	-81.967834
4586.572266	-82.557755
4608.105469	-82.948936
4629.638672	-83.646973
4651.171875	-84.527954
4672.705078	-85.187874
4694.238281	-85.932320
4715.771484	-86.559784
4737.304688	-87.122627
4758.837891	-87.821854
4780.371094	-88.356392
4801.904297	-88.315910
4823.437500	-87.117363
4844.970703	-85.754517
4866.503906	-84.302574
4888.037109	-83.342560
4909.570312	-82.039948
4931.103516	-81.035957
4952.636719	-81.046288
4974.169922	-81.597519
4995.703125	-81.925674
5017.236328	-82.838264
5038.769531	-84.306198
5060.302734	-85.525314
5081.835938	-85.954727
5103.369141	-86.171028
5124.902344	-86.884125
5146.435547	-86.932693
5167.968750	-86.906960
5189.501953	-86.104187
5211.035156	-85.140251
5232.568359	-83.798553
5254.101562	-83.240273
5275.634766	-83.514565
5297.167969	-84.397369
5318.701172	-86.190399
5340.234375	-87.788986
5361.767578	-88.472885
5383.300781	-87.925522
5404.833984	-86.245041
5426.367188	-85.111465
5447.900391	-84.268196
5469.433594	-85.004166
5490.966797	-85.584801
5512.500000	-85.104042
5534.033203	-83.345909
5555.566406	-81.041924
5577.099609	-79.293716
5598.632812	-77.506828
5620.166016	-75.659195
5641.699219	-74.479691
5663.232422	-73.896919
5684.765625	-73.064690
5706.298828	-72.067497
5727.832031	-70.738617
5749.365234	-69.448845
5770.898438	-68.423775
5792.431641	-67.829964
5813.964844	-67.665512
5835.498047	-67.600891
5857.031250	-67.557838
5878.564453	-67.438499
5900.097656	-67.804802
5921.630859	-68.223068
5943.164062	-68.613136
5964.697266	-69.583961
5986.230469	-70.759796
6007.763672	-71.888367
6029.296875	-72.688324
6050.830078	-72.791893
6072.363281	-73.089241
6093.896484	-73.299225
6115.429688	-73.279640
6136.962891	-73.597542
6158.496094	-74.017921
6180.029297	-74.379562
6201.562500	-74.824692
6223.095703	-75.610802
6244.628906	-76.706207
6266.162109	-76.988884
6287.695312	-77.555153
6309.228516	-78.159477
6330.761719	-78.751709
6352.294922	-78.988037
6373.828125	-79.824501
6395.361328	-80.601158
6416.894531	-81.384117
6438.427734	-81.719116
6459.960938	-82.164558
6481.494141	-82.883293
6503.027344	-83.566338
6524.560547	-84.788338
6546.093750	-86.245125
6567.626953	-87.932899
6589.160156	-89.796196
6610.693359	-91.540054
6632.226562	-92.435646
6653.759766	-92.741928
6675.292969	-92.675667
6696.826172	-90.952255
6718.359375	-89.108826
6739.892578	-87.605637
6761.425781	-85.964035
6782.958984	-85.214828
6804.492188	-84.282486
6826.025391	-83.806450
6847.558594	-83.296425
6869.091797	-82.622154
6890.625000	-82.410759
6912.158203	-81.978180
6933.691406	-81.397705
6955.224609	-81.192436
6976.757812	-81.554619
6998.291016	-81.346855
7019.824219	-81.106758
7041.357422	-80.806946
7062.890625	-80.601349
7084.423828	-80.210182
7105.957031	-79.824593
7127.490234	-79.634865
7149.023438	-79.639565
7170.556641	-79.526634
7192.089844	-78.607773
7213.623047	-78.509346
7235.156250	-78.746902
7256.689453	-78.946693
7278.222656	-78.851608
7299.755859	-79.104439
7321.289062	-79.699265
7342.822266	-79.705017
7364.355469	-80.086929
7385.888672	-80.448700
7407.421875	-80.142815
7428.955078	-80.068977
7450.488281	-80.280678
7472.021484	-80.871910
7493.554688	-81.551628
7515.087891	-82.195641
7536.621094	-82.719955
7558.154297	-82.946541
7579.687500	-83.473801
7601.220703	-84.224548
7622.753906	-84.055222
7644.287109	-84.486450
7665.820312	-84.465446
7687.353516	-84.574425
7708.886719	-84.568314
7730.419922	-84.871468
7751.953125	-85.036453
7773.486328	-84.712875
7795.019531	-85.282181
7816.552734	-85.313072
7838.085938	-85.424850
7859.619141	-86.110085
7881.152344	-86.645958
7902.685547	-87.126045
7924.218750	-87.654221
7945.751953	-88.152504
7967.285156	-88.745071
7988.818359	-89.628853
8010.351562	-90.381950
8031.884766	-90.938728
8053.417969	-90.621872
8074.951172	-90.422333
8096.484375	-90.664795
8118.017578	-91.042458
8139.550781	-91.067513
8161.083984	-91.091476
8182.617188	-91.725212
8204.150391	-92.355003
8225.683594	-92.316864
8247.216797	-92.352432
8268.750000	-92.762245
8290.283203	-93.103554
8311.816406	-93.879089
8333.349609	-94.869583
8354.882812	-95.344368
8376.416016	-96.398705
8397.949219	-97.439941
8419.482422	-98.511612
8441.015625	-98.638306
8462.548828	-97.317596
8484.082031	-98.033501
8505.615234	-96.910858
8527.148438	-94.713852
8548.681641	-93.617485
8570.214844	-92.242210
8591.748047	-90.778580
8613.281250	-90.029015
8634.814453	-89.442604
8656.347656	-88.812004
8677.880859	-88.014061
8699.414062	-87.979706
8720.947266	-87.720726
8742.480469	-88.043304
8764.013672	-87.690651
8785.546875	-87.391327
8807.080078	-87.426292
8828.613281	-87.278603
8850.146484	-86.726814
8871.679688	-86.606392
8893.212891	-86.410446
8914.746094	-86.205360
8936.279297	-85.973495
8957.812500	-85.794189
8979.345703	-86.081421
9000.878906	-86.049103
9022.412109	-86.575737
9043.945312	-87.067703
9065.478516	-87.688179
9087.011719	-88.737495
9108.544922	-90.407234
9130.078125	-91.943016
9151.611328	-93.375557
9173.144531	-95.394859
9194.677734	-99.016312
9216.210938	-103.310204
9237.744141	-104.889771
9259.277344	-101.542778
9280.810547	-99.451897
9302.343750	-97.922714
9323.876953	-96.108734
9345.410156	-94.541939
9366.943359	-93.868546
9388.476562	-93.126213
9410.009766	-92.648705
9431.542969	-92.975746
9453.076172	-92.505219
9474.609375	-92.773369
9496.142578	-93.462730
9517.675781	-93.570236
9539.208984	-93.307770
9560.742188	-92.974220
9582.275391	-92.842690
9603.808594	-91.868782
9625.341797	-91.380928
9646.875000	-90.328812
9668.408203	-89.153206
9689.941406	-88.457596
9711.474609	-88.286919
9733.007812	-87.775429
9754.541016	-87.172470
9776.074219	-87.137947
9797.607422	-86.854370
9819.140625	-87.031181
9840.673828	-87.413513
9862.207031	-88.160378
9883.740234	-89.270683
9905.273438	-90.474716
9926.806641	-91.436966
9948.339844	-91.924965
9969.873047	-92.881447
9991.406250	-94.647667
10012.939453	-95.574348
10034.472656	-95.878059
10056.005859	-95.118607
10077.539062	-95.097580
10099.072266	-95.608322
10120.605469	-95.367882
10142.138672	-94.800438
10163.671875	-94.510002
10185.205078	-95.015900
10206.738281	-94.864815
10228.271484	-95.247498
10249.804688	-94.766937
10271.337891	-94.747734
10292.871094	-96.000610
10314.404297	-96.045662
10335.937500	-96.596886
10357.470703	-95.806747
10379.003906	-95.928162
10400.537109	-95.486710
10422.070312	-94.967789
10443.603516	-94.588905
