Frequency (Hz)	Level (dB)
23.437500	-54.213848
46.875000	-46.354057
70.312500	-50.618935
93.750000	-65.167732
117.187500	-66.803787
140.625000	-76.489738
164.062500	-79.754517
187.500000	-78.096252
210.937500	-77.297417
234.375000	-83.602097
257.812500	-83.073166
281.250000	-76.433212
304.687500	-72.988564
328.125000	-75.077187
351.562500	-70.700256
375.000000	-76.619720
398.437500	-78.942520
421.875000	-80.206841
445.312500	-73.742393
468.750000	-76.766212
492.187500	-85.540421
515.625000	-85.166672
539.062500	-84.283157
562.500000	-84.267807
585.937500	-86.830910
609.375000	-86.965355
632.812500	-80.473511
656.250000	-77.317184
679.687500	-85.486023
703.125000	-90.784447
726.562500	-89.657562
750.000000	-84.145515
773.437500	-88.084846
796.875000	-85.805588
820.312500	-88.902641
843.750000	-90.311462
867.187500	-90.065735
890.625000	-86.544388
914.062500	-86.581116
937.500000	-83.587326
960.937500	-82.623268
984.375000	-90.366577
1007.812500	-89.987617
1031.250000	-89.292656
1054.687500	-85.324547
1078.125000	-90.822563
1101.562500	-88.965485
1125.000000	-86.346909
1148.437500	-86.478462
1171.875000	-87.481972
1195.312500	-87.596626
1218.750000	-86.510582
1242.187500	-83.379387
1265.625000	-84.921654
1289.062500	-91.854103
1312.500000	-92.072411
1335.937500	-90.733322
1359.375000	-88.730736
1382.812500	-90.128418
1406.250000	-86.573868
1429.687500	-85.254532
1453.125000	-85.052757
1476.562500	-84.553879
1500.000000	-83.486542
1523.437500	-86.286201
1546.875000	-88.415115
1570.312500	-90.146599
1593.750000	-90.804771
1617.187500	-87.201317
1640.625000	-82.990456
1664.062500	-81.655861
1687.500000	-82.266960
1710.937500	-83.930595
1734.375000	-84.603813
1757.812500	-83.964241
1781.250000	-85.075806
1804.687500	-84.113113
1828.125000	-82.405136
1851.562500	-80.335922
1875.000000	-78.962845
1898.437500	-80.281624
1921.875000	-82.890671
1945.312500	-82.989410
1968.750000	-82.516266
1992.187500	-82.690178
2015.625000	-82.878220
2039.062500	-82.662186
2062.500000	-81.374512
2085.937500	-79.804932
2109.375000	-78.812202
2132.812500	-78.776482
2156.250000	-77.991425
2179.687500	-76.873291
2203.125000	-77.037895
2226.562500	-77.950417
2250.000000	-79.587555
2273.437500	-80.413261
2296.875000	-80.987633
2320.312500	-81.545387
2343.750000	-81.644691
2367.187500	-82.385139
2390.625000	-83.106026
2414.062500	-84.273743
2437.500000	-86.789482
2460.937500	-90.183884
2484.375000	-94.731209
2507.812500	-98.480515
2531.250000	-103.589081
2554.687500	-102.152176
2578.125000	-98.890816
2601.562500	-94.625923
2625.000000	-91.164436
2648.437500	-87.620514
2671.875000	-86.284363
2695.312500	-87.610420
2718.750000	-89.392136
2742.187500	-88.614326
2765.625000	-86.525459
2789.062500	-84.371735
2812.500000	-82.660118
2835.937500	-82.105339
2859.375000	-83.011856
2882.812500	-85.024803
2906.250000	-86.096489
2929.687500	-84.051613
2953.125000	-82.197182
2976.562500	-80.643463
3000.000000	-80.450966
3023.437500	-80.317726
3046.875000	-79.389542
3070.312500	-78.875740
3093.750000	-78.728867
3117.187500	-79.265610
3140.625000	-80.119041
3164.062500	-80.330849
3187.500000	-79.723061
3210.937500	-78.338615
3234.375000	-76.966148
3257.812500	-76.430756
3281.250000	-76.002029
3304.687500	-75.976425
3328.125000	-76.844810
3351.562500	-79.108353
3375.000000	-82.671860
3398.437500	-86.190208
3421.875000	-86.795059
3445.312500	-84.170380
3468.750000	-82.734428
3492.187500	-82.677544
3515.625000	-83.133728
3539.062500	-84.536331
3562.500000	-85.953400
3585.937500	-85.980171
3609.375000	-85.967072
3632.812500	-86.460556
3656.250000	-86.669167
3679.687500	-86.889648
3703.125000	-87.653152
3726.562500	-87.543396
3750.000000	-86.230339
3773.437500	-85.605263
3796.875000	-85.165642
3820.312500	-84.732834
3843.750000	-85.245773
3867.187500	-85.841942
3890.625000	-86.502121
3914.062500	-87.551163
3937.500000	-88.778732
3960.937500	-89.535072
3984.375000	-90.039757
4007.812500	-91.297012
4031.250000	-93.238831
4054.687500	-95.351349
4078.125000	-97.807503
4101.562500	-99.882187
4125.000000	-102.121208
4148.437500	-104.734848
4171.875000	-106.512360
4195.312500	-105.130905
4218.750000	-103.948952
4242.187500	-103.827507
4265.625000	-104.207100
4289.062500	-103.072708
4312.500000	-101.265457
4335.937500	-100.601151
4359.375000	-100.238312
4382.812500	-97.395325
4406.250000	-93.375854
4429.687500	-90.313683
4453.125000	-87.926689
4476.562500	-86.195946
4500.000000	-85.256935
4523.437500	-85.069489
4546.875000	-84.672226
4570.312500	-84.760468
4593.750000	-85.370293
4617.187500	-86.206970
4640.625000	-87.897911
4664.062500	-90.470833
4687.500000	-93.631599
4710.937500	-97.425507
4734.375000	-100.968803
4757.812500	-99.040543
4781.250000	-95.199432
4804.687500	-91.975845
4828.125000	-89.771896
4851.562500	-87.774010
4875.000000	-85.564934
4898.437500	-83.739922
4921.875000	-81.920479
4945.312500	-80.775513
4968.750000	-80.650070
4992.187500	-80.232872
5015.625000	-79.681892
5039.062500	-79.753494
5062.500000	-80.136543
5085.937500	-81.324623
5109.375000	-82.860565
5132.812500	-84.270378
5156.250000	-84.601089
5179.687500	-84.515907
5203.125000	-84.181206
5226.562500	-83.515381
5250.000000	-82.691444
5273.437500	-82.749733
5296.875000	-83.159195
5320.312500	-83.642738
5343.750000	-83.139954
5367.187500	-82.039017
5390.625000	-80.761436
5414.062500	-80.040794
5437.500000	-78.966179
5460.937500	-77.936050
5484.375000	-77.126625
5507.812500	-76.999870
5531.250000	-76.848381
5554.687500	-76.727943
5578.125000	-77.141022
5601.562500	-77.260834
5625.000000	-76.896286
5648.437500	-77.059402
5671.875000	-77.429543
5695.312500	-77.987083
5718.750000	-79.108116
5742.187500	-80.641983
5765.625000	-82.050270
5789.062500	-83.099243
5812.500000	-84.598030
5835.937500	-85.097847
5859.375000	-84.033394
5882.812500	-81.964844
5906.250000	-79.463089
5929.687500	-76.544502
5953.125000	-74.683884
5976.562500	-73.285851
6000.000000	-72.612221
6023.437500	-73.187683
6046.875000	-73.894783
6070.312500	-74.757919
6093.750000	-75.069557
6117.187500	-75.197945
6140.625000	-75.498886
6164.062500	-75.284546
6187.500000	-74.977066
6210.937500	-74.436729
6234.375000	-74.612854
6257.812500	-74.052696
6281.250000	-74.003746
6304.687500	-74.248489
6328.125000	-74.767235
6351.562500	-74.762688
6375.000000	-75.046799
6398.437500	-75.081238
6421.875000	-74.363129
6445.312500	-73.699043
6468.750000	-73.533821
6492.187500	-73.299927
6515.625000	-73.343124
6539.062500	-73.830307
6562.500000	-74.169228
6585.937500	-74.791168
6609.375000	-76.055244
6632.812500	-77.962425
6656.250000	-80.977173
6679.687500	-84.370155
6703.125000	-87.635567
6726.562500	-92.708054
6750.000000	-93.015556
6773.437500	-86.382637
6796.875000	-81.953728
6820.312500	-79.142441
6843.750000	-76.995071
6867.187500	-75.271698
6890.625000	-74.378448
6914.062500	-73.312851
6937.500000	-72.157707
6960.937500	-71.392578
6984.375000	-70.770348
7007.812500	-70.164734
7031.250000	-69.870575
7054.687500	-69.715813
7078.125000	-69.562706
7101.562500	-69.594521
7125.000000	-70.038795
7148.437500	-70.728821
7171.875000	-71.301697
7195.312500	-71.220016
7218.750000	-71.996506
7242.187500	-73.021034
7265.625000	-73.775238
7289.062500	-74.379890
7312.500000	-75.509064
7335.937500	-76.434700
7359.375000	-77.553574
7382.812500	-78.295334
7406.250000	-79.264351
7429.687500	-80.774925
7453.125000	-82.367233
7476.562500	-84.520058
7500.000000	-86.819412
7523.437500	-88.219864
7546.875000	-88.569206
7570.312500	-88.291100
7593.750000	-88.857033
7617.187500	-89.415298
7640.625000	-89.823921
7664.062500	-90.014435
7687.500000	-89.973106
7710.937500	-89.399612
7734.375000	-88.755211
7757.812500	-87.165443
7781.250000	-86.078201
7804.687500	-85.223412
7828.125000	-83.834656
7851.562500	-83.015594
7875.000000	-82.211670
7898.437500	-81.742020
7921.875000	-81.269104
7945.312500	-80.910248
7968.750000	-81.033272
7992.187500	-81.346519
8015.625000	-81.446495
8039.062500	-81.587868
8062.500000	-81.229370
8085.937500	-80.972282
8109.375000	-81.448616
8132.812500	-81.736252
8156.250000	-82.350243
8179.687500	-82.510696
8203.125000	-83.061676
8226.562500	-83.330612
8250.000000	-83.530663
8273.437500	-84.286285
8296.875000	-85.316849
8320.312500	-87.025352
8343.750000	-88.543816
8367.187500	-90.043877
8390.625000	-91.685196
8414.062500	-92.324371
8437.500000	-92.763634
8460.937500	-92.720688
8484.375000	-92.547646
8507.812500	-92.233276
8531.250000	-91.602913
8554.687500	-91.904686
8578.125000	-90.917114
8601.562500	-89.942215
8625.000000	-89.601395
8648.437500	-88.924446
8671.875000	-88.273552
8695.312500	-88.049370
8718.750000	-87.650368
8742.187500	-87.914360
8765.625000	-87.445869
8789.062500	-87.146515
8812.500000	-87.249054
8835.937500	-87.122704
8859.375000	-87.249123
8882.812500	-87.282043
8906.250000	-87.231125
8929.687500	-87.370056
8953.125000	-87.439926
8976.562500	-87.301300
9000.000000	-86.741928
9023.437500	-86.570488
9046.875000	-86.476715
9070.312500	-86.247498
9093.750000	-86.621834
9117.187500	-86.957397
9140.625000	-87.169144
9164.062500	-87.582222
9187.500000	-88.114601
9210.937500	-89.173042
9234.375000	-90.114288
9257.812500	-91.028015
9281.250000	-91.338783
9304.687500	-92.707329
9328.125000	-93.755348
9351.562500	-94.502121
9375.000000	-95.565979
9398.437500	-96.657066
9421.875000	-97.465294
9445.312500	-98.125458
9468.750000	-98.479492
9492.187500	-99.506310
9515.625000	-100.195908
9539.062500	-100.467873
9562.500000	-99.765388
9585.937500	-100.887115
9609.375000	-101.357353
9632.812500	-100.784439
9656.250000	-99.439224
9679.687500	-98.642578
9703.125000	-98.478607
9726.562500	-97.720695
9750.000000	-97.290543
9773.437500	-97.003464
9796.875000	-96.234604
9820.312500	-95.777542
9843.750000	-95.989761
9867.187500	-96.565346
9890.625000	-97.458076
9914.062500	-98.202080
9937.500000	-97.194794
9960.937500	-98.378616
9984.375000	-101.560173
10007.812500	-103.106705
10031.250000	-99.107300
10054.687500	-97.619720
10078.125000	-103.565926
10101.562500	-105.616714
